,created_at,pos,neg
9140,2013-06-25T20:41:43Z,1,0
9141,2013-06-26T11:34:40Z,1,0
9142,2013-06-26T01:17:39Z,1,0
9143,2013-06-26T19:34:01Z,1,0
9144,2013-06-26T19:11:59Z,1,0
9145,2013-06-26T02:19:41Z,1,0
9146,2013-06-26T19:31:51Z,1,0
9147,2013-06-25T20:31:33Z,1,0
9148,2013-06-26T01:08:09Z,1,0
9149,2013-06-25T15:04:31Z,0,1
9150,2013-06-26T13:23:09Z,1,0
9151,2013-06-24T15:46:52Z,1,0
9152,2013-06-25T19:22:54Z,1,0
9153,2013-06-26T15:11:33Z,0,1
9154,2013-06-28T13:29:12Z,0,1
9155,2013-06-28T12:59:38Z,1,0
9156,2013-06-25T12:41:38Z,0,1
9157,2013-06-27T16:14:20Z,1,0
9158,2013-06-19T20:29:54Z,0,1
9159,2013-06-23T02:51:12Z,0,1
9160,2013-06-19T02:51:07Z,0,1
9161,2013-06-15T21:43:22Z,1,0
9162,2013-06-18T01:13:01Z,1,0
9163,2013-06-19T03:39:10Z,0,1
9164,2013-06-17T20:13:38Z,1,0
9165,2013-06-22T07:37:51Z,0,1
9166,2013-06-16T01:37:47Z,1,0
9167,2013-06-21T17:45:54Z,0,1
9168,2013-06-20T19:49:24Z,1,0
9169,2013-06-18T02:31:29Z,1,0
9170,2013-06-21T15:57:12Z,1,0
9171,2013-06-20T11:30:31Z,0,1
9172,2013-06-16T00:39:13Z,0,1
9173,2013-06-19T02:49:34Z,1,0
9174,2013-06-17T13:42:22Z,1,0
9175,2013-06-21T18:59:52Z,0,1
9176,2013-06-19T04:21:05Z,0,1
9177,2013-06-21T00:21:52Z,1,0
9178,2013-06-17T19:32:33Z,0,1
9179,2013-06-21T18:37:22Z,0,1
9180,2013-06-17T18:13:52Z,1,0
9181,2013-06-16T00:56:02Z,1,0
9182,2013-06-16T01:17:22Z,0,1
9183,2013-06-19T04:54:04Z,0,1
9184,2013-06-15T23:43:11Z,1,0
9185,2013-06-20T11:25:15Z,0,1
9186,2013-06-19T14:40:03Z,1,0
9187,2013-06-18T10:51:27Z,1,0
9188,2013-06-21T17:47:56Z,0,1
9189,2013-06-19T03:17:17Z,1,0
9190,2013-06-19T16:14:01Z,1,0
9191,2013-06-19T02:45:26Z,1,0
9192,2013-06-19T04:52:29Z,0,1
9193,2013-06-21T17:47:19Z,0,1
9194,2013-06-19T04:39:49Z,1,0
9195,2013-06-17T19:42:06Z,0,1
9196,2013-06-16T01:12:05Z,1,0
9197,2013-06-20T09:10:51Z,0,1
9198,2013-06-20T20:25:38Z,1,0
9199,2013-06-20T21:48:07Z,0,1
9200,2013-06-16T18:58:18Z,0,1
9201,2013-06-21T03:33:20Z,0,1
9202,2013-06-18T14:22:43Z,1,0
9203,2013-06-19T04:54:20Z,0,1
9204,2013-06-20T17:50:59Z,1,0
9205,2013-06-18T19:42:14Z,1,0
9206,2013-06-17T18:54:05Z,0,1
9207,2013-06-19T03:00:20Z,1,0
9208,2013-06-20T17:04:50Z,1,0
9209,2013-06-20T11:28:42Z,1,0
9210,2013-06-19T04:29:01Z,0,1
9211,2013-06-19T04:31:26Z,1,0
9212,2013-06-19T14:47:34Z,1,0
9213,2013-06-21T20:32:53Z,1,0
9214,2013-06-21T00:32:38Z,0,1
9215,2013-06-21T16:08:57Z,0,1
9216,2013-06-19T04:04:02Z,1,0
9217,2013-06-20T21:03:14Z,0,1
9218,2013-06-18T17:13:34Z,1,0
9219,2013-06-22T07:33:15Z,0,1
9220,2013-06-19T01:54:31Z,1,0
9221,2013-06-15T15:19:20Z,1,0
9222,2013-06-19T15:36:40Z,0,1
9223,2013-06-16T00:33:43Z,1,0
9224,2013-06-23T02:55:07Z,0,1
9225,2013-06-20T13:37:36Z,1,0
9226,2013-06-16T00:39:15Z,1,0
9227,2013-06-21T17:49:49Z,1,0
9228,2013-06-17T20:13:42Z,0,1
9229,2013-06-16T01:18:37Z,1,0
9230,2013-06-17T20:00:43Z,1,0
9231,2013-06-19T04:02:55Z,0,1
9232,2013-06-19T14:56:41Z,1,0
9233,2013-06-19T02:03:02Z,1,0
9234,2013-06-19T04:24:39Z,1,0
9235,2013-06-21T19:55:56Z,1,0
9236,2013-06-20T11:23:50Z,1,0
9237,2013-06-15T23:09:01Z,0,1
9238,2013-06-19T01:57:31Z,1,0
9239,2013-06-19T03:05:08Z,0,1
9240,2013-06-17T18:14:13Z,1,0
9241,2013-06-18T14:30:01Z,0,1
9242,2013-06-20T11:38:49Z,0,1
9243,2013-06-21T17:54:20Z,1,0
9244,2013-06-23T08:34:25Z,1,0
9245,2013-06-21T15:57:26Z,1,0
9246,2013-06-20T17:16:59Z,1,0
9247,2013-06-15T22:01:16Z,1,0
9248,2013-06-22T07:35:08Z,1,0
9249,2013-06-20T09:17:15Z,1,0
9250,2013-06-16T00:49:11Z,0,1
9251,2013-06-20T17:25:08Z,1,0
9252,2013-06-17T18:16:02Z,1,0
9253,2013-06-16T19:15:34Z,1,0
9254,2013-06-19T17:42:08Z,1,0
9255,2013-06-18T14:13:02Z,0,1
9256,2013-06-15T23:33:11Z,0,1
9257,2013-06-20T19:54:55Z,1,0
9258,2013-06-12T20:33:55Z,1,0
9259,2013-06-11T21:33:49Z,1,0
9260,2013-06-13T01:25:14Z,1,0
9261,2013-06-11T20:08:07Z,1,0
9262,2013-06-14T17:46:47Z,1,0
9263,2013-06-13T01:46:43Z,0,1
9264,2013-06-10T21:57:45Z,0,1
9265,2013-06-12T20:11:52Z,1,0
9266,2013-06-14T15:57:36Z,0,1
9267,2013-06-13T11:45:14Z,0,1
9268,2013-06-13T13:05:55Z,0,1
9269,2013-06-11T13:13:34Z,1,0
9270,2013-06-11T19:50:35Z,1,0
9271,2013-06-12T19:19:15Z,1,0
9272,2013-06-12T18:13:31Z,1,0
9273,2013-06-11T12:15:35Z,1,0
9274,2013-06-13T17:32:35Z,1,0
9275,2013-06-12T15:47:08Z,0,1
9276,2013-06-13T17:52:36Z,1,0
9277,2013-06-11T06:02:06Z,0,1
9278,2013-06-13T01:50:15Z,1,0
9279,2013-06-13T02:08:55Z,0,1
9280,2013-06-11T20:39:25Z,0,1
9281,2013-06-13T01:48:07Z,0,1
9282,2013-06-12T11:24:03Z,0,1
9283,2013-06-14T17:53:53Z,1,0
9284,2013-06-14T19:35:38Z,1,0
9285,2013-06-13T02:01:52Z,0,1
9286,2013-06-13T01:54:06Z,1,0
9287,2013-06-11T12:25:01Z,1,0
9288,2013-06-11T21:34:25Z,0,1
9289,2013-06-15T13:15:40Z,1,0
9290,2013-06-13T11:47:39Z,1,0
9291,2013-06-11T14:41:02Z,0,1
9292,2013-06-12T18:30:44Z,1,0
9293,2013-06-12T21:01:38Z,1,0
9294,2013-06-13T01:37:25Z,0,1
9295,2013-06-14T16:28:32Z,1,0
9296,2013-06-14T20:06:01Z,0,1
9297,2013-06-11T20:04:43Z,0,1
9298,2013-06-13T10:49:44Z,0,1
9299,2013-06-12T20:00:50Z,1,0
9300,2013-06-13T01:35:32Z,0,1
9301,2013-06-13T02:03:46Z,0,1
9302,2013-06-13T19:15:50Z,0,1
9303,2013-06-12T04:05:57Z,0,1
9304,2013-06-11T13:14:09Z,1,0
9305,2013-06-12T20:07:55Z,0,1
9306,2013-06-12T20:02:54Z,0,1
9307,2013-06-12T19:54:45Z,0,1
9308,2013-06-12T11:17:16Z,0,1
9309,2013-06-10T21:42:01Z,0,1
9310,2013-06-14T18:45:38Z,1,0
9311,2013-06-11T15:51:09Z,1,0
9312,2013-06-11T20:06:45Z,1,0
9313,2013-06-12T22:59:26Z,1,0
9314,2013-06-13T01:16:33Z,1,0
9315,2013-06-13T12:59:54Z,0,1
9316,2013-06-11T12:22:20Z,0,1
9317,2013-06-12T03:31:29Z,0,1
9318,2013-06-12T10:35:14Z,1,0
9319,2013-06-13T01:56:26Z,0,1
9320,2013-06-12T03:37:10Z,1,0
9321,2013-06-11T19:07:41Z,0,1
9322,2013-06-12T22:58:11Z,1,0
9323,2013-06-12T14:24:56Z,0,1
9324,2013-06-12T20:08:45Z,0,1
9325,2013-06-14T18:57:07Z,1,0
9326,2013-06-12T23:02:14Z,1,0
9327,2013-06-13T01:28:33Z,1,0
9328,2013-06-14T20:10:43Z,1,0
9329,2013-06-13T13:01:52Z,1,0
9330,2013-06-13T01:33:24Z,0,1
9331,2013-06-12T18:12:27Z,1,0
9332,2013-06-11T20:14:52Z,0,1
9333,2013-06-13T20:17:36Z,1,0
9334,2013-06-12T20:09:14Z,0,1
9335,2013-06-11T18:46:54Z,1,0
9336,2013-06-11T12:17:40Z,0,1
9337,2013-06-14T19:28:58Z,1,0
9338,2013-06-12T23:00:41Z,0,1
9339,2013-06-13T10:43:37Z,0,1
9340,2013-06-12T19:26:14Z,0,1
9341,2013-06-11T18:23:36Z,1,0
9342,2013-06-12T16:19:00Z,1,0
9343,2013-06-14T20:03:59Z,0,1
9344,2013-06-11T12:21:03Z,1,0
9345,2013-06-12T11:14:34Z,0,1
9346,2013-06-14T20:20:34Z,0,1
9347,2013-06-12T20:06:32Z,1,0
9348,2013-06-13T01:31:44Z,0,1
9349,2013-06-12T03:33:10Z,0,1
9350,2013-06-14T19:10:26Z,1,0
9351,2013-06-13T11:53:21Z,1,0
9352,2013-06-11T20:17:59Z,0,1
9353,2013-06-12T16:14:53Z,1,0
9354,2013-06-13T01:26:57Z,0,1
9355,2013-06-11T02:10:48Z,0,1
9356,2013-06-11T12:16:27Z,1,0
9357,2013-06-12T11:12:14Z,0,1
9358,2013-06-05T18:07:11Z,1,0
9359,2013-06-07T08:46:10Z,0,1
9360,2013-06-04T01:33:12Z,0,1
9361,2013-06-04T17:47:39Z,1,0
9362,2013-06-04T18:42:24Z,0,1
9363,2013-06-05T09:03:07Z,0,1
9364,2013-06-05T07:28:16Z,1,0
9365,2013-06-04T15:00:10Z,1,0
9366,2013-06-04T01:41:34Z,0,1
9367,2013-06-05T12:28:08Z,0,1
9368,2013-06-05T08:27:36Z,0,1
9369,2013-06-07T06:50:09Z,0,1
9370,2013-06-04T16:41:13Z,1,0
9371,2013-06-05T08:05:30Z,1,0
9372,2013-06-04T11:57:04Z,1,0
9373,2013-06-07T17:16:03Z,0,1
9374,2013-06-04T11:35:34Z,0,1
9375,2013-06-05T19:08:44Z,1,0
9376,2013-06-10T21:41:14Z,0,1
9377,2013-06-04T01:46:05Z,0,1
9378,2013-06-05T20:41:27Z,1,0
9379,2013-06-05T00:26:41Z,0,1
9380,2013-06-03T21:25:46Z,1,0
9381,2013-06-04T03:29:03Z,1,0
9382,2013-06-05T20:53:03Z,0,1
9383,2013-06-04T01:38:52Z,0,1
9384,2013-06-05T13:41:44Z,0,1
9385,2013-06-05T18:05:50Z,1,0
9386,2013-06-05T19:11:25Z,1,0
9387,2013-06-05T08:24:47Z,1,0
9388,2013-06-05T20:54:58Z,1,0
9389,2013-06-04T15:59:55Z,1,0
9390,2013-06-05T02:29:03Z,0,1
9391,2013-06-05T20:33:14Z,1,0
9392,2013-06-05T12:20:40Z,1,0
9393,2013-06-06T15:46:32Z,1,0
9394,2013-06-05T14:45:53Z,1,0
9395,2013-06-05T08:12:52Z,1,0
9396,2013-06-08T05:28:09Z,1,0
9397,2013-06-04T19:08:06Z,0,1
9398,2013-06-05T13:41:12Z,1,0
9399,2013-06-07T08:44:21Z,0,1
9400,2013-06-05T13:37:11Z,0,1
9401,2013-06-04T11:56:16Z,1,0
9402,2013-06-05T09:00:47Z,0,1
9403,2013-06-05T12:18:56Z,1,0
9404,2013-06-05T16:15:57Z,0,1
9405,2013-06-05T09:07:23Z,0,1
9406,2013-06-10T19:41:01Z,1,0
9407,2013-06-03T21:26:15Z,0,1
9408,2013-06-05T12:25:25Z,1,0
9409,2013-06-05T20:28:48Z,1,0
9410,2013-06-08T05:22:13Z,0,1
9411,2013-06-10T17:22:18Z,0,1
9412,2013-06-05T13:42:38Z,0,1
9413,2013-06-04T01:53:35Z,0,1
9414,2013-06-10T14:56:54Z,0,1
9415,2013-06-05T16:40:45Z,1,0
9416,2013-06-05T07:11:12Z,1,0
9417,2013-06-04T00:24:44Z,0,1
9418,2013-06-05T06:57:57Z,1,0
9419,2013-06-03T21:16:30Z,1,0
9420,2013-06-05T12:21:31Z,0,1
9421,2013-06-05T00:32:33Z,0,1
9422,2013-06-10T14:02:56Z,0,1
9423,2013-06-04T03:24:52Z,1,0
9424,2013-06-05T16:44:43Z,0,1
9425,2013-06-07T06:57:40Z,1,0
9426,2013-06-05T16:10:20Z,1,0
9427,2013-06-04T01:57:57Z,0,1
9428,2013-06-04T16:16:39Z,0,1
9429,2013-06-04T14:01:41Z,0,1
9430,2013-06-04T10:25:44Z,1,0
9431,2013-06-10T20:34:42Z,1,0
9432,2013-06-05T10:33:16Z,0,1
9433,2013-06-07T08:45:35Z,1,0
9434,2013-06-05T20:50:05Z,1,0
9435,2013-06-04T03:22:24Z,1,0
9436,2013-06-04T01:59:13Z,0,1
9437,2013-06-05T19:42:32Z,0,1
9438,2013-06-05T09:08:47Z,1,0
9439,2013-06-10T18:25:51Z,1,0
9440,2013-06-05T07:38:12Z,1,0
9441,2013-06-05T07:55:28Z,0,1
9442,2013-06-04T03:21:45Z,1,0
9443,2013-06-10T20:02:30Z,1,0
9444,2013-06-08T18:29:28Z,0,1
9445,2013-06-04T03:19:57Z,1,0
9446,2013-06-05T12:14:32Z,0,1
9447,2013-06-06T13:49:21Z,1,0
9448,2013-06-07T18:45:15Z,1,0
9449,2013-06-04T18:41:16Z,0,1
9450,2013-06-10T17:24:15Z,1,0
9451,2013-06-10T19:10:14Z,0,1
9452,2013-06-10T18:55:29Z,1,0
9453,2013-06-05T18:48:51Z,1,0
9454,2013-06-05T16:04:33Z,0,1
9455,2013-06-05T14:46:44Z,1,0
9456,2013-06-10T14:09:20Z,0,1
9457,2013-06-04T01:54:58Z,1,0
9458,2013-05-29T20:50:57Z,1,0
9459,2013-05-30T06:11:48Z,0,1
9460,2013-06-02T23:06:45Z,1,0
9461,2013-05-31T16:48:17Z,1,0
9462,2013-05-30T05:17:48Z,0,1
9463,2013-05-29T20:40:42Z,1,0
9464,2013-05-30T05:36:33Z,1,0
9465,2013-05-30T17:42:51Z,1,0
9466,2013-06-03T14:24:35Z,1,0
9467,2013-05-30T02:33:17Z,1,0
9468,2013-05-30T13:04:51Z,1,0
9469,2013-06-03T19:53:32Z,0,1
9470,2013-05-30T12:05:56Z,0,1
9471,2013-05-30T14:26:41Z,0,1
9472,2013-05-30T06:05:39Z,1,0
9473,2013-06-02T22:25:11Z,0,1
9474,2013-05-30T05:17:02Z,1,0
9475,2013-06-02T23:05:11Z,0,1
9476,2013-05-30T05:59:06Z,0,1
9477,2013-05-31T05:08:14Z,0,1
9478,2013-05-31T19:29:53Z,1,0
9479,2013-05-29T20:35:43Z,1,0
9480,2013-05-30T15:30:57Z,1,0
9481,2013-06-03T01:49:08Z,1,0
9482,2013-05-30T23:57:46Z,0,1
9483,2013-05-29T20:38:20Z,1,0
9484,2013-06-01T02:12:17Z,0,1
9485,2013-05-31T13:32:03Z,1,0
9486,2013-05-30T19:24:33Z,1,0
9487,2013-05-29T18:17:16Z,0,1
9488,2013-06-03T19:08:29Z,0,1
9489,2013-05-30T20:15:34Z,0,1
9490,2013-05-31T16:48:35Z,1,0
9491,2013-06-02T22:12:31Z,1,0
9492,2013-06-02T22:19:02Z,0,1
9493,2013-05-30T20:06:15Z,1,0
9494,2013-06-03T20:01:07Z,1,0
9495,2013-05-31T14:44:35Z,1,0
9496,2013-05-31T02:27:50Z,0,1
9497,2013-06-03T14:22:13Z,1,0
9498,2013-06-03T21:16:06Z,0,1
9499,2013-05-30T14:27:08Z,1,0
9500,2013-05-30T05:52:14Z,1,0
9501,2013-05-29T19:36:12Z,1,0
9502,2013-06-03T21:14:48Z,1,0
9503,2013-05-30T05:55:24Z,0,1
9504,2013-06-01T02:10:33Z,1,0
9505,2013-05-29T20:17:56Z,1,0
9506,2013-05-29T20:35:15Z,0,1
9507,2013-06-03T18:36:29Z,0,1
9508,2013-06-02T23:07:52Z,1,0
9509,2013-05-29T20:34:15Z,1,0
9510,2013-06-01T02:11:17Z,0,1
9511,2013-05-30T05:51:19Z,0,1
9512,2013-05-30T05:35:36Z,0,1
9513,2013-05-30T12:27:29Z,1,0
9514,2013-05-30T18:48:48Z,0,1
9515,2013-05-30T20:24:58Z,1,0
9516,2013-06-03T19:52:00Z,0,1
9517,2013-05-30T23:55:48Z,0,1
9518,2013-05-31T02:41:32Z,0,1
9519,2013-05-30T18:26:20Z,1,0
9520,2013-05-31T04:54:24Z,0,1
9521,2013-05-29T18:16:37Z,0,1
9522,2013-05-30T14:32:42Z,1,0
9523,2013-06-03T21:10:01Z,1,0
9524,2013-05-29T18:58:35Z,0,1
9525,2013-05-31T00:02:27Z,1,0
9526,2013-05-30T02:37:49Z,0,1
9527,2013-05-30T14:34:14Z,0,1
9528,2013-05-31T02:03:03Z,1,0
9529,2013-05-30T12:10:49Z,0,1
9530,2013-05-30T19:24:04Z,0,1
9531,2013-05-31T02:36:49Z,0,1
9532,2013-06-03T18:46:57Z,1,0
9533,2013-05-29T20:32:53Z,1,0
9534,2013-05-30T05:32:43Z,1,0
9535,2013-05-30T12:09:01Z,0,1
9536,2013-06-03T19:23:23Z,1,0
9537,2013-05-30T16:20:16Z,1,0
9538,2013-05-30T12:06:48Z,1,0
9539,2013-06-02T23:08:51Z,1,0
9540,2013-05-29T18:18:18Z,0,1
9541,2013-05-29T20:31:17Z,1,0
9542,2013-05-30T20:36:11Z,1,0
9543,2013-05-30T14:37:58Z,0,1
9544,2013-05-30T15:50:32Z,0,1
9545,2013-05-30T20:53:36Z,1,0
9546,2013-05-31T17:22:11Z,1,0
9547,2013-05-30T05:59:25Z,0,1
9548,2013-06-03T21:15:17Z,1,0
9549,2013-05-30T12:24:12Z,0,1
9550,2013-05-29T20:31:58Z,1,0
9551,2013-05-30T06:08:13Z,1,0
9552,2013-05-30T12:08:31Z,0,1
9553,2013-05-31T14:53:33Z,0,1
9554,2013-05-29T18:28:02Z,0,1
9555,2013-05-29T18:16:00Z,0,1
9556,2013-05-31T02:01:02Z,0,1
9557,2013-05-29T20:01:00Z,0,1
9558,2013-05-26T00:53:50Z,1,0
9559,2013-05-25T22:51:05Z,1,0
9560,2013-05-26T00:07:38Z,1,0
9561,2013-05-27T22:22:09Z,0,1
9562,2013-05-25T22:48:24Z,1,0
9563,2013-05-27T23:38:45Z,0,1
9564,2013-05-26T00:21:32Z,0,1
9565,2013-05-28T19:41:33Z,1,0
9566,2013-05-26T00:15:36Z,1,0
9567,2013-05-26T16:06:48Z,1,0
9568,2013-05-25T23:07:27Z,0,1
9569,2013-05-29T03:41:49Z,0,1
9570,2013-05-28T20:20:46Z,1,0
9571,2013-05-26T17:39:08Z,0,1
9572,2013-05-27T22:37:18Z,0,1
9573,2013-05-26T00:02:23Z,0,1
9574,2013-05-26T16:11:24Z,0,1
9575,2013-05-25T22:36:27Z,0,1
9576,2013-05-29T18:06:51Z,1,0
9577,2013-05-27T23:50:07Z,1,0
9578,2013-05-27T23:19:53Z,0,1
9579,2013-05-29T00:14:15Z,0,1
9580,2013-05-26T02:52:25Z,1,0
9581,2013-05-27T11:21:58Z,1,0
9582,2013-05-29T00:42:44Z,1,0
9583,2013-05-28T17:58:17Z,1,0
9584,2013-05-27T23:08:04Z,1,0
9585,2013-05-28T23:20:41Z,0,1
9586,2013-05-27T22:16:24Z,1,0
9587,2013-05-26T00:23:04Z,1,0
9588,2013-05-28T19:29:08Z,0,1
9589,2013-05-28T19:40:01Z,0,1
9590,2013-05-27T23:48:03Z,0,1
9591,2013-05-27T23:13:02Z,1,0
9592,2013-05-29T03:57:46Z,0,1
9593,2013-05-27T23:16:06Z,0,1
9594,2013-05-25T22:34:27Z,1,0
9595,2013-05-25T23:00:17Z,1,0
9596,2013-05-28T19:24:29Z,1,0
9597,2013-05-25T22:41:33Z,0,1
9598,2013-05-29T14:44:50Z,1,0
9599,2013-05-29T18:15:27Z,0,1
9600,2013-05-27T22:27:54Z,1,0
9601,2013-05-28T15:37:12Z,0,1
9602,2013-05-28T20:14:39Z,1,0
9603,2013-05-29T00:21:52Z,0,1
9604,2013-05-28T19:55:15Z,0,1
9605,2013-05-27T21:53:34Z,1,0
9606,2013-05-27T21:55:38Z,1,0
9607,2013-05-27T23:18:28Z,0,1
9608,2013-05-25T23:12:18Z,0,1
9609,2013-05-28T20:12:04Z,0,1
9610,2013-05-25T23:02:25Z,1,0
9611,2013-05-25T22:49:48Z,1,0
9612,2013-05-28T23:45:03Z,0,1
9613,2013-05-28T19:57:47Z,1,0
9614,2013-05-27T22:44:05Z,1,0
9615,2013-05-28T02:23:20Z,0,1
9616,2013-05-29T17:26:04Z,1,0
9617,2013-05-25T23:04:56Z,0,1
9618,2013-05-28T15:37:18Z,1,0
9619,2013-05-28T23:46:20Z,1,0
9620,2013-05-27T23:13:47Z,1,0
9621,2013-05-26T16:08:43Z,0,1
9622,2013-05-27T23:43:27Z,1,0
9623,2013-05-28T19:35:54Z,1,0
9624,2013-05-28T02:19:56Z,0,1
9625,2013-05-28T19:37:53Z,1,0
9626,2013-05-26T00:33:16Z,1,0
9627,2013-05-28T20:31:28Z,0,1
9628,2013-05-28T23:59:16Z,1,0
9629,2013-05-27T23:45:13Z,1,0
9630,2013-05-26T00:25:35Z,1,0
9631,2013-05-29T17:55:11Z,1,0
9632,2013-05-27T22:33:49Z,0,1
9633,2013-05-27T11:25:14Z,1,0
9634,2013-05-27T23:09:00Z,0,1
9635,2013-05-28T19:38:57Z,0,1
9636,2013-05-28T23:50:25Z,1,0
9637,2013-05-27T22:53:50Z,1,0
9638,2013-05-28T16:16:44Z,0,1
9639,2013-05-28T23:32:05Z,0,1
9640,2013-05-28T19:34:23Z,0,1
9641,2013-05-27T22:59:06Z,1,0
9642,2013-05-29T03:45:20Z,0,1
9643,2013-05-28T20:00:07Z,0,1
9644,2013-05-26T00:17:57Z,0,1
9645,2013-05-29T00:41:16Z,0,1
9646,2013-05-29T00:28:18Z,0,1
9647,2013-05-27T22:19:37Z,0,1
9648,2013-05-26T00:19:36Z,0,1
9649,2013-05-28T23:26:16Z,0,1
9650,2013-05-25T22:38:17Z,0,1
9651,2013-05-26T17:29:11Z,1,0
9652,2013-05-27T23:41:47Z,1,0
9653,2013-05-27T23:32:35Z,0,1
9654,2013-05-26T00:32:00Z,0,1
9655,2013-05-27T23:01:30Z,0,1
9656,2013-05-26T00:30:11Z,1,0
9657,2013-05-27T23:55:44Z,0,1
9658,2013-05-25T20:47:45Z,0,1
9659,2013-05-24T19:48:37Z,0,1
9660,2013-05-25T22:28:27Z,0,1
9661,2013-05-25T20:49:49Z,1,0
9662,2013-05-25T13:37:50Z,1,0
9663,2013-05-24T23:48:50Z,0,1
9664,2013-05-24T23:57:49Z,0,1
9665,2013-05-25T13:49:49Z,0,1
9666,2013-05-24T20:27:57Z,0,1
9667,2013-05-24T19:58:20Z,0,1
9668,2013-05-25T21:24:13Z,1,0
9669,2013-05-25T22:13:27Z,1,0
9670,2013-05-25T21:31:56Z,0,1
9671,2013-05-24T20:17:03Z,1,0
9672,2013-05-25T20:36:57Z,0,1
9673,2013-05-25T12:41:44Z,0,1
9674,2013-05-24T19:44:04Z,0,1
9675,2013-05-24T20:19:25Z,1,0
9676,2013-05-24T17:41:55Z,1,0
9677,2013-05-25T13:01:41Z,0,1
9678,2013-05-24T19:42:10Z,1,0
9679,2013-05-25T01:18:03Z,1,0
9680,2013-05-24T21:29:38Z,0,1
9681,2013-05-25T21:15:12Z,1,0
9682,2013-05-25T13:54:52Z,0,1
9683,2013-05-25T01:26:48Z,0,1
9684,2013-05-24T22:14:56Z,0,1
9685,2013-05-25T12:48:02Z,0,1
9686,2013-05-25T22:24:22Z,1,0
9687,2013-05-24T22:26:47Z,0,1
9688,2013-05-24T21:21:43Z,1,0
9689,2013-05-25T01:24:54Z,0,1
9690,2013-05-24T22:36:37Z,1,0
9691,2013-05-24T23:45:24Z,0,1
9692,2013-05-25T20:30:40Z,1,0
9693,2013-05-24T16:25:20Z,1,0
9694,2013-05-25T21:17:29Z,1,0
9695,2013-05-25T01:22:15Z,1,0
9696,2013-05-25T13:47:43Z,1,0
9697,2013-05-25T21:29:10Z,1,0
9698,2013-05-24T17:51:36Z,1,0
9699,2013-05-24T17:54:06Z,0,1
9700,2013-05-25T13:43:12Z,0,1
9701,2013-05-25T13:58:11Z,0,1
9702,2013-05-24T19:41:21Z,1,0
9703,2013-05-24T21:53:45Z,0,1
9704,2013-05-25T21:46:09Z,0,1
9705,2013-05-24T19:35:15Z,0,1
9706,2013-05-24T19:47:20Z,0,1
9707,2013-05-24T20:29:51Z,1,0
9708,2013-05-24T21:32:40Z,0,1
9709,2013-05-24T20:06:25Z,0,1
9710,2013-05-25T13:30:33Z,0,1
9711,2013-05-24T15:41:03Z,1,0
9712,2013-05-25T21:34:31Z,1,0
9713,2013-05-25T00:35:28Z,0,1
9714,2013-05-25T21:02:31Z,0,1
9715,2013-05-24T17:22:22Z,0,1
9716,2013-05-25T00:03:12Z,0,1
9717,2013-05-25T00:08:26Z,0,1
9718,2013-05-24T19:27:29Z,1,0
9719,2013-05-24T23:38:41Z,1,0
9720,2013-05-25T13:20:40Z,1,0
9721,2013-05-25T13:10:37Z,1,0
9722,2013-05-24T22:02:49Z,0,1
9723,2013-05-25T12:40:13Z,0,1
9724,2013-05-25T21:49:49Z,0,1
9725,2013-05-24T22:07:08Z,0,1
9726,2013-05-25T21:48:33Z,1,0
9727,2013-05-24T22:54:23Z,1,0
9728,2013-05-25T21:07:44Z,1,0
9729,2013-05-25T21:38:38Z,0,1
9730,2013-05-25T01:23:18Z,1,0
9731,2013-05-24T20:18:13Z,1,0
9732,2013-05-25T20:32:52Z,1,0
9733,2013-05-24T21:25:15Z,1,0
9734,2013-05-24T22:41:08Z,0,1
9735,2013-05-25T20:56:54Z,0,1
9736,2013-05-24T19:38:06Z,1,0
9737,2013-05-25T22:10:58Z,0,1
9738,2013-05-24T16:28:27Z,1,0
9739,2013-05-24T23:05:41Z,0,1
9740,2013-05-25T00:59:50Z,1,0
9741,2013-05-25T01:13:18Z,0,1
9742,2013-05-25T22:32:12Z,0,1
9743,2013-05-24T22:11:52Z,1,0
9744,2013-05-24T23:34:16Z,0,1
9745,2013-05-25T22:17:12Z,0,1
9746,2013-05-24T20:00:05Z,0,1
9747,2013-05-24T17:52:31Z,1,0
9748,2013-05-25T21:03:58Z,0,1
9749,2013-05-25T22:04:32Z,0,1
9750,2013-05-24T23:30:02Z,0,1
9751,2013-05-25T22:22:14Z,1,0
9752,2013-05-25T01:41:15Z,1,0
9753,2013-05-24T16:38:33Z,1,0
9754,2013-05-24T18:30:24Z,1,0
9755,2013-05-24T17:15:14Z,1,0
9756,2013-05-25T13:29:55Z,1,0
9757,2013-05-24T19:46:25Z,0,1
9758,2013-05-24T14:22:20Z,1,0
9759,2013-05-22T19:14:39Z,0,1
9760,2013-05-20T20:05:15Z,0,1
9761,2013-05-22T19:43:06Z,1,0
9762,2013-05-23T01:09:29Z,0,1
9763,2013-05-23T01:58:17Z,1,0
9764,2013-05-21T00:37:36Z,0,1
9765,2013-05-23T02:14:19Z,0,1
9766,2013-05-23T23:26:42Z,0,1
9767,2013-05-21T06:21:11Z,0,1
9768,2013-05-21T16:12:43Z,0,1
9769,2013-05-22T19:12:51Z,1,0
9770,2013-05-24T09:48:03Z,1,0
9771,2013-05-24T15:00:32Z,0,1
9772,2013-05-23T01:01:26Z,0,1
9773,2013-05-23T06:32:10Z,1,0
9774,2013-05-23T02:30:56Z,0,1
